id_contrat,texte,niveau_de_danger,annotation
42,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le client devra payer 10 000 € dans les 30 jours suivant la signature. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
43,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
44,L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat.,4,"[{'partie': ""Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur."", 'justification': 'Installation de logiciels de surveillance sur les appareils personnels, ce qui est très intrusif et risqué.'}, {'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': ""Collecte de données bancaires sans restriction, ce qui présente un grave risque pour la sécurité financière de l'utilisateur.""}]"
45,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
46,L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
47,Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
48,Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
49,Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
50,Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.,1,[]
51,Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le client devra payer 10 000 € dans les 30 jours suivant la signature.,1,[]
52,Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le client devra payer 10 000 € dans les 30 jours suivant la signature. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur.,1,[]
53,L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur.,1,[]
54,L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
55,L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,4,"[{'partie': ""Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur."", 'justification': 'Installation de logiciels de surveillance sur les appareils personnels, ce qui est très intrusif et risqué.'}, {'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': ""Collecte de données bancaires sans restriction, ce qui présente un grave risque pour la sécurité financière de l'utilisateur.""}]"
56,Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.,4,"[{'partie': ""Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur."", 'justification': 'Installation de logiciels de surveillance sur les appareils personnels, ce qui est très intrusif et risqué.'}, {'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': ""Collecte de données bancaires sans restriction, ce qui présente un grave risque pour la sécurité financière de l'utilisateur.""}]"
57,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
58,L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
59,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur.,4,"[{'partie': ""Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur."", 'justification': 'Installation de logiciels de surveillance sur les appareils personnels, ce qui est très intrusif et risqué.'}, {'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': ""Collecte de données bancaires sans restriction, ce qui présente un grave risque pour la sécurité financière de l'utilisateur.""}]"
60,Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
61,Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation.,1,[]
62,Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
63,Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,4,"[{'partie': ""Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur."", 'justification': 'Installation de logiciels de surveillance sur les appareils personnels, ce qui est très intrusif et risqué.'}, {'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': ""Collecte de données bancaires sans restriction, ce qui présente un grave risque pour la sécurité financière de l'utilisateur.""}]"
64,Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
65,Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur.,1,[]
66,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le client devra payer 10 000 € dans les 30 jours suivant la signature.,1,[]
67,Le client devra payer 10 000 € dans les 30 jours suivant la signature. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
68,Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur.,1,[]
69,Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
70,L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
71,Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
72,Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
73,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
74,Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le client devra payer 10 000 € dans les 30 jours suivant la signature.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
75,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
76,Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
77,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat.,4,"[{'partie': ""Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur."", 'justification': 'Installation de logiciels de surveillance sur les appareils personnels, ce qui est très intrusif et risqué.'}, {'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': ""Collecte de données bancaires sans restriction, ce qui présente un grave risque pour la sécurité financière de l'utilisateur.""}]"
78,Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.,1,[]
79,Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
80,Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
81,Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur.,5,"[{'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': 'Collecte illimitée des informations financières personnelles, ce qui constitue une grave menace pour la sécurité.'}, {'partie': 'Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment.', 'justification': ""Modification unilatérale des conditions du contrat, sans possibilité de recours pour l'utilisateur, ce qui est abusif.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction pendant la durée du contrat."", 'justification': ""Suivi intrusif et surveillance continue, nuisant à la liberté et à la vie privée de l'utilisateur.""}]"
82,Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur. Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur. Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. L'utilisateur doit payer des frais supplémentaires en cas de retard dans le paiement sans possibilité de contestation. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers.,2,"[{'partie': 'Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement.', 'justification': ""Clause qui pourrait désavantager l'utilisateur en cas de problème de paiement, mais généralement acceptable.""}, {'partie': ""L'utilisateur doit payer des frais supplémentaires en cas de retard."", 'justification': 'Les frais supplémentaires sont un peu excessifs mais pas nécessairement dangereux.'}]"
83,Le fournisseur peut modifier unilatéralement les termes du contrat à tout moment. Le client devra payer 10 000 € dans les 30 jours suivant la signature. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur.,3,"[{'partie': ""Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur."", 'justification': ""Cession complète des droits d'auteur, ce qui peut nuire à l'utilisateur en cas de création d'œuvres originales.""}, {'partie': ""L'utilisateur autorise le suivi de son activité en ligne sans restriction."", 'justification': ""Suivi intrusif de l'activité en ligne de l'utilisateur sans limitations.""}]"
84,Le contrat stipule que l'utilisateur cède tous ses droits d'auteur au fournisseur. Le fournisseur peut résilier le contrat sans préavis en cas de non-paiement. Le client accepte que toutes ses données personnelles soient partagées avec des partenaires tiers.,4,"[{'partie': ""Le fournisseur pourra installer un logiciel de surveillance sur les appareils de l'utilisateur."", 'justification': 'Installation de logiciels de surveillance sur les appareils personnels, ce qui est très intrusif et risqué.'}, {'partie': ""Le fournisseur se réserve le droit de collecter toutes les données bancaires de l'utilisateur."", 'justification': ""Collecte de données bancaires sans restriction, ce qui présente un grave risque pour la sécurité financière de l'utilisateur.""}]"
